Абсолютный путь;Относительный путь;Класс
C:\Users\misha\second_lab\dataset\cat\0291.jpg;dataset/random_dataset/5021.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0292.jpg;dataset/random_dataset/2335.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0293.jpg;dataset/random_dataset/2317.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0294.jpg;dataset/random_dataset/7741.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0295.jpg;dataset/random_dataset/7930.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0296.jpg;dataset/random_dataset/9034.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0297.jpg;dataset/random_dataset/9799.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0298.jpg;dataset/random_dataset/1856.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0299.jpg;dataset/random_dataset/2200.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0300.jpg;dataset/random_dataset/8293.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0301.jpg;dataset/random_dataset/0951.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0302.jpg;dataset/random_dataset/2569.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0303.jpg;dataset/random_dataset/8171.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0304.jpg;dataset/random_dataset/6848.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0305.jpg;dataset/random_dataset/3718.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0306.jpg;dataset/random_dataset/4979.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0307.jpg;dataset/random_dataset/1151.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0308.jpg;dataset/random_dataset/4218.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0309.jpg;dataset/random_dataset/7608.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0310.jpg;dataset/random_dataset/2809.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0311.jpg;dataset/random_dataset/9159.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0312.jpg;dataset/random_dataset/4425.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0313.jpg;dataset/random_dataset/1125.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0314.jpg;dataset/random_dataset/0550.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0315.jpg;dataset/random_dataset/6018.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0316.jpg;dataset/random_dataset/8395.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0317.jpg;dataset/random_dataset/8812.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0318.jpg;dataset/random_dataset/0147.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0319.jpg;dataset/random_dataset/3976.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0320.jpg;dataset/random_dataset/7344.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0321.jpg;dataset/random_dataset/6084.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0322.jpg;dataset/random_dataset/8258.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0323.jpg;dataset/random_dataset/1069.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0324.jpg;dataset/random_dataset/4229.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0325.jpg;dataset/random_dataset/9840.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0326.jpg;dataset/random_dataset/6969.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0327.jpg;dataset/random_dataset/2459.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0328.jpg;dataset/random_dataset/3722.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0329.jpg;dataset/random_dataset/4548.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0330.jpg;dataset/random_dataset/5621.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0331.jpg;dataset/random_dataset/0587.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0332.jpg;dataset/random_dataset/0725.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0333.jpg;dataset/random_dataset/8381.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0334.jpg;dataset/random_dataset/6492.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0335.jpg;dataset/random_dataset/5258.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0336.jpg;dataset/random_dataset/6648.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0337.jpg;dataset/random_dataset/1024.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0338.jpg;dataset/random_dataset/2135.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0339.jpg;dataset/random_dataset/0560.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0340.jpg;dataset/random_dataset/1271.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0341.jpg;dataset/random_dataset/7669.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0342.jpg;dataset/random_dataset/2456.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0343.jpg;dataset/random_dataset/1284.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0344.jpg;dataset/random_dataset/8307.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0345.jpg;dataset/random_dataset/3382.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0346.jpg;dataset/random_dataset/0860.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0347.jpg;dataset/random_dataset/9610.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0348.jpg;dataset/random_dataset/8912.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0349.jpg;dataset/random_dataset/5675.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0350.jpg;dataset/random_dataset/0306.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0351.jpg;dataset/random_dataset/7756.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0352.jpg;dataset/random_dataset/6307.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0353.jpg;dataset/random_dataset/9736.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0354.jpg;dataset/random_dataset/5406.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0355.jpg;dataset/random_dataset/5121.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0356.jpg;dataset/random_dataset/5674.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0357.jpg;dataset/random_dataset/2789.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0358.jpg;dataset/random_dataset/8067.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0359.jpg;dataset/random_dataset/6394.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0360.jpg;dataset/random_dataset/5475.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0361.jpg;dataset/random_dataset/9247.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0362.jpg;dataset/random_dataset/8007.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0363.jpg;dataset/random_dataset/0944.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0364.jpg;dataset/random_dataset/8143.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0365.jpg;dataset/random_dataset/7116.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0366.jpg;dataset/random_dataset/1257.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0367.jpg;dataset/random_dataset/9363.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0368.jpg;dataset/random_dataset/1176.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0369.jpg;dataset/random_dataset/5267.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0370.jpg;dataset/random_dataset/1554.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0371.jpg;dataset/random_dataset/0436.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0372.jpg;dataset/random_dataset/5169.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0373.jpg;dataset/random_dataset/0361.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0374.jpg;dataset/random_dataset/8175.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0375.jpg;dataset/random_dataset/8312.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0376.jpg;dataset/random_dataset/7796.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0377.jpg;dataset/random_dataset/4692.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0378.jpg;dataset/random_dataset/4458.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0379.jpg;dataset/random_dataset/1039.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0380.jpg;dataset/random_dataset/2280.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0381.jpg;dataset/random_dataset/6396.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0382.jpg;dataset/random_dataset/3295.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0383.jpg;dataset/random_dataset/6047.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0384.jpg;dataset/random_dataset/8989.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0385.jpg;dataset/random_dataset/5680.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0386.jpg;dataset/random_dataset/8305.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0387.jpg;dataset/random_dataset/6841.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0388.jpg;dataset/random_dataset/3612.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0389.jpg;dataset/random_dataset/3877.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0390.jpg;dataset/random_dataset/5835.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0391.jpg;dataset/random_dataset/4934.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0392.jpg;dataset/random_dataset/9583.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0393.jpg;dataset/random_dataset/3552.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0394.jpg;dataset/random_dataset/3218.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0395.jpg;dataset/random_dataset/7844.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0396.jpg;dataset/random_dataset/8568.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0397.jpg;dataset/random_dataset/6884.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0398.jpg;dataset/random_dataset/5322.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0399.jpg;dataset/random_dataset/3965.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0400.jpg;dataset/random_dataset/7782.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0401.jpg;dataset/random_dataset/8629.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0402.jpg;dataset/random_dataset/7891.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0403.jpg;dataset/random_dataset/5844.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0404.jpg;dataset/random_dataset/0923.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0405.jpg;dataset/random_dataset/1046.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0406.jpg;dataset/random_dataset/0488.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0407.jpg;dataset/random_dataset/3221.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0408.jpg;dataset/random_dataset/7650.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0409.jpg;dataset/random_dataset/8986.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0410.jpg;dataset/random_dataset/0104.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0411.jpg;dataset/random_dataset/8521.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0412.jpg;dataset/random_dataset/2831.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0413.jpg;dataset/random_dataset/6427.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0414.jpg;dataset/random_dataset/7135.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0415.jpg;dataset/random_dataset/0684.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0416.jpg;dataset/random_dataset/7061.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0417.jpg;dataset/random_dataset/9472.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0418.jpg;dataset/random_dataset/8875.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0419.jpg;dataset/random_dataset/9249.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0420.jpg;dataset/random_dataset/2717.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0421.jpg;dataset/random_dataset/1889.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0422.jpg;dataset/random_dataset/8881.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0423.jpg;dataset/random_dataset/4039.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0424.jpg;dataset/random_dataset/3622.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0425.jpg;dataset/random_dataset/4026.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0426.jpg;dataset/random_dataset/5030.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0427.jpg;dataset/random_dataset/1674.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0428.jpg;dataset/random_dataset/0668.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0429.jpg;dataset/random_dataset/7187.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0430.jpg;dataset/random_dataset/1984.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0431.jpg;dataset/random_dataset/4802.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0432.jpg;dataset/random_dataset/0070.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0433.jpg;dataset/random_dataset/5281.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0434.jpg;dataset/random_dataset/3525.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0435.jpg;dataset/random_dataset/6435.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0436.jpg;dataset/random_dataset/9320.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0437.jpg;dataset/random_dataset/6101.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0438.jpg;dataset/random_dataset/0193.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0439.jpg;dataset/random_dataset/2712.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0440.jpg;dataset/random_dataset/6371.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0441.jpg;dataset/random_dataset/0081.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0442.jpg;dataset/random_dataset/6827.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0443.jpg;dataset/random_dataset/1466.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0444.jpg;dataset/random_dataset/0072.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0445.jpg;dataset/random_dataset/7012.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0446.jpg;dataset/random_dataset/9735.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0447.jpg;dataset/random_dataset/4576.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0448.jpg;dataset/random_dataset/1485.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0449.jpg;dataset/random_dataset/5293.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0450.jpg;dataset/random_dataset/5786.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0451.jpg;dataset/random_dataset/6419.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0452.jpg;dataset/random_dataset/0075.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0453.jpg;dataset/random_dataset/4211.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0454.jpg;dataset/random_dataset/9506.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0455.jpg;dataset/random_dataset/6069.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0456.jpg;dataset/random_dataset/3935.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0457.jpg;dataset/random_dataset/2490.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0458.jpg;dataset/random_dataset/3507.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0459.jpg;dataset/random_dataset/0552.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0460.jpg;dataset/random_dataset/5992.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0461.jpg;dataset/random_dataset/3203.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0462.jpg;dataset/random_dataset/5118.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0463.jpg;dataset/random_dataset/8287.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0464.jpg;dataset/random_dataset/4845.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0465.jpg;dataset/random_dataset/3308.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0466.jpg;dataset/random_dataset/5747.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0467.jpg;dataset/random_dataset/0305.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0468.jpg;dataset/random_dataset/7988.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0469.jpg;dataset/random_dataset/6028.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0470.jpg;dataset/random_dataset/1098.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0471.jpg;dataset/random_dataset/3983.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0472.jpg;dataset/random_dataset/6857.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0473.jpg;dataset/random_dataset/1243.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0474.jpg;dataset/random_dataset/2968.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0475.jpg;dataset/random_dataset/5480.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0476.jpg;dataset/random_dataset/4317.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0477.jpg;dataset/random_dataset/4772.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0478.jpg;dataset/random_dataset/5236.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0479.jpg;dataset/random_dataset/4171.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0480.jpg;dataset/random_dataset/1308.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0481.jpg;dataset/random_dataset/8918.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0482.jpg;dataset/random_dataset/0507.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0483.jpg;dataset/random_dataset/2698.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0484.jpg;dataset/random_dataset/8736.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0485.jpg;dataset/random_dataset/2375.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0486.jpg;dataset/random_dataset/7996.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0487.jpg;dataset/random_dataset/1414.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0488.jpg;dataset/random_dataset/0461.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0489.jpg;dataset/random_dataset/7223.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0490.jpg;dataset/random_dataset/0138.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0491.jpg;dataset/random_dataset/2779.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0492.jpg;dataset/random_dataset/8742.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0493.jpg;dataset/random_dataset/0698.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0494.jpg;dataset/random_dataset/6037.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0495.jpg;dataset/random_dataset/2875.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0496.jpg;dataset/random_dataset/1173.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0497.jpg;dataset/random_dataset/1210.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0498.jpg;dataset/random_dataset/9479.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0499.jpg;dataset/random_dataset/3328.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0500.jpg;dataset/random_dataset/6662.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0501.jpg;dataset/random_dataset/8050.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0502.jpg;dataset/random_dataset/5556.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0503.jpg;dataset/random_dataset/8540.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0504.jpg;dataset/random_dataset/2144.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0505.jpg;dataset/random_dataset/1575.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0506.jpg;dataset/random_dataset/3915.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0507.jpg;dataset/random_dataset/2731.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0508.jpg;dataset/random_dataset/4951.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0509.jpg;dataset/random_dataset/3154.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0510.jpg;dataset/random_dataset/1001.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0511.jpg;dataset/random_dataset/4527.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0512.jpg;dataset/random_dataset/7617.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0513.jpg;dataset/random_dataset/4505.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0514.jpg;dataset/random_dataset/2819.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0515.jpg;dataset/random_dataset/2373.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0516.jpg;dataset/random_dataset/8588.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0517.jpg;dataset/random_dataset/0164.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0518.jpg;dataset/random_dataset/0166.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0519.jpg;dataset/random_dataset/3614.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0520.jpg;dataset/random_dataset/7352.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0521.jpg;dataset/random_dataset/4883.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0522.jpg;dataset/random_dataset/8898.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0523.jpg;dataset/random_dataset/2938.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0524.jpg;dataset/random_dataset/0596.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0525.jpg;dataset/random_dataset/3118.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0526.jpg;dataset/random_dataset/9704.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0527.jpg;dataset/random_dataset/1105.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0528.jpg;dataset/random_dataset/7801.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0529.jpg;dataset/random_dataset/9606.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0530.jpg;dataset/random_dataset/4327.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0531.jpg;dataset/random_dataset/6888.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0532.jpg;dataset/random_dataset/6220.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0533.jpg;dataset/random_dataset/0933.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0534.jpg;dataset/random_dataset/3072.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0535.jpg;dataset/random_dataset/1955.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0536.jpg;dataset/random_dataset/6839.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0537.jpg;dataset/random_dataset/0959.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0538.jpg;dataset/random_dataset/4582.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0539.jpg;dataset/random_dataset/3685.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0540.jpg;dataset/random_dataset/9356.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0541.jpg;dataset/random_dataset/1153.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0542.jpg;dataset/random_dataset/5820.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0543.jpg;dataset/random_dataset/8311.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0544.jpg;dataset/random_dataset/1025.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0545.jpg;dataset/random_dataset/0324.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0546.jpg;dataset/random_dataset/9211.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0547.jpg;dataset/random_dataset/0165.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0548.jpg;dataset/random_dataset/3744.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0549.jpg;dataset/random_dataset/1525.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0550.jpg;dataset/random_dataset/3715.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0551.jpg;dataset/random_dataset/8497.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0552.jpg;dataset/random_dataset/7191.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0553.jpg;dataset/random_dataset/0916.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0554.jpg;dataset/random_dataset/0842.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0555.jpg;dataset/random_dataset/5156.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0556.jpg;dataset/random_dataset/3363.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0557.jpg;dataset/random_dataset/3006.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0558.jpg;dataset/random_dataset/6500.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0559.jpg;dataset/random_dataset/4423.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0560.jpg;dataset/random_dataset/7678.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0561.jpg;dataset/random_dataset/0634.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0562.jpg;dataset/random_dataset/1933.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0563.jpg;dataset/random_dataset/7954.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0564.jpg;dataset/random_dataset/8887.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0565.jpg;dataset/random_dataset/3219.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0566.jpg;dataset/random_dataset/0241.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0567.jpg;dataset/random_dataset/3210.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0568.jpg;dataset/random_dataset/5660.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0569.jpg;dataset/random_dataset/5130.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0570.jpg;dataset/random_dataset/4364.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0571.jpg;dataset/random_dataset/4392.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0572.jpg;dataset/random_dataset/1954.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0573.jpg;dataset/random_dataset/4530.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0574.jpg;dataset/random_dataset/7548.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0575.jpg;dataset/random_dataset/1387.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0576.jpg;dataset/random_dataset/0656.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0577.jpg;dataset/random_dataset/4570.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0578.jpg;dataset/random_dataset/7415.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0579.jpg;dataset/random_dataset/5462.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0580.jpg;dataset/random_dataset/7818.jpg;cat
C:\Users\misha\second_lab\dataset\cat\0581.jpg;dataset/random_dataset/9779.jpg;cat
